instance;sol#
uf20-0321;4
uf20-0322;1
uf20-0323;6
uf20-0324;3
uf20-0325;6
uf20-0326;4
uf20-0327;23
uf20-0328;1
uf20-0329;3
uf20-032;1
uf20-0330;2
uf20-0331;9
uf20-0332;4
uf20-0333;1
uf20-0334;11
uf20-0335;8
uf20-0336;1
uf20-0337;6
uf20-0338;3
uf20-0339;12
uf20-033;11
uf20-0340;21
uf20-0341;72
uf20-0342;4
uf20-0343;2
uf20-0344;3
uf20-0345;2
uf20-0346;6
uf20-0347;10
uf20-0348;2
uf20-0349;8
uf20-034;30
uf20-0350;5
uf20-0351;6
uf20-0352;6
uf20-0353;17
uf20-0354;3
uf20-0355;4
uf20-0356;3
uf20-0357;2
uf20-0358;13
uf20-0359;23
uf20-035;5
uf20-0360;50
uf20-0361;12
uf20-0362;14
uf20-0363;9
uf20-0364;4
uf20-0365;32
uf20-0366;6
uf20-0367;4
uf20-0368;3
uf20-0369;3
uf20-036;4
uf20-0370;12
uf20-0371;6
uf20-0372;15
uf20-0373;17
uf20-0374;2
uf20-0375;27
uf20-0376;3
uf20-0377;9
uf20-0378;4
uf20-0379;2
uf20-037;1
uf20-0380;16
uf20-0381;6
uf20-0382;19
uf20-0383;3
uf20-0384;7
uf20-0385;4
uf20-0386;2
uf20-0387;47
uf20-0388;5
uf20-0389;6
uf20-038;55
uf20-0390;5
uf20-0391;16
uf20-0392;5
uf20-0393;8
uf20-0394;5
uf20-0395;110
uf20-0396;3
uf20-0397;5
uf20-0398;3
uf20-0399;5
uf20-039;3
uf20-03;1
uf20-0400;3
uf20-0401;140
uf20-0402;1
uf20-0403;30
uf20-0404;20
uf20-0405;28
uf20-0406;4
uf20-0407;4
uf20-0408;6
uf20-0409;5
uf20-040;3
uf20-0410;3
uf20-0411;2
uf20-0412;26
uf20-0413;7
uf20-0414;2
uf20-0415;5
uf20-0416;26
uf20-0417;51
uf20-0418;5
uf20-0419;1
uf20-041;1
uf20-0420;2
uf20-0421;8
uf20-0422;5
uf20-0423;4
uf20-0424;3
uf20-0425;2
uf20-0426;9
uf20-0427;20
uf20-0428;4
uf20-0429;26
uf20-042;4
uf20-0430;14
uf20-0431;24
uf20-0432;3
uf20-0433;17
uf20-0434;9
uf20-0435;2
uf20-0436;36
uf20-0437;2
uf20-0438;3
uf20-0439;17
uf20-043;2
uf20-0440;5
uf20-0441;73
uf20-0442;3
uf20-0443;9
uf20-0444;3
uf20-0445;32
uf20-0446;70
uf20-0447;2
uf20-0448;8
uf20-0449;1
uf20-044;8
uf20-0450;17
uf20-0451;41
uf20-0452;4
uf20-0453;5
uf20-0454;6
uf20-0455;3
uf20-0456;5
uf20-0457;5
uf20-0458;1
uf20-0459;11
uf20-045;6
uf20-0460;7
uf20-0461;1
uf20-0462;2
uf20-0463;4
uf20-0464;1
uf20-0465;1
uf20-0466;2
uf20-0467;10
uf20-0468;4
uf20-0469;5
uf20-046;15
uf20-0470;20
uf20-0471;22
uf20-0472;2
uf20-0473;29
uf20-0474;6
uf20-0475;2
uf20-0476;2
uf20-0477;1
uf20-0478;8
uf20-0479;4
uf20-047;8
uf20-0480;15
uf20-0481;3
uf20-0482;16
uf20-0483;49
uf20-0484;3
uf20-0485;41
uf20-0486;10
uf20-0487;19
uf20-0488;3
uf20-0489;3
uf20-048;1
uf20-0490;1
uf20-0491;5
uf20-0492;12
uf20-0493;1
uf20-0494;11
uf20-0495;3
uf20-0496;9
uf20-0497;27
uf20-0498;2
uf20-0499;12
uf20-049;2
uf20-04;3
uf20-0500;3
uf20-0501;12
uf20-0502;38
uf20-0503;11
uf20-0504;1
uf20-0505;3
uf20-0506;9
uf20-0507;39
uf20-0508;5
uf20-0509;3
uf20-050;1
uf20-0510;11
uf20-0511;4
uf20-0512;9
uf20-0513;8
uf20-0514;1
uf20-0515;10
uf20-0516;20
uf20-0517;1
uf20-0518;1
uf20-0519;1
uf20-051;4
uf20-0520;4
uf20-0521;3
uf20-0522;40
uf20-0523;3
uf20-0524;1
uf20-0525;24
uf20-0526;2
uf20-0527;5
uf20-0528;1
uf20-0529;9
uf20-052;8
uf20-0530;5
uf20-0531;15
uf20-0532;2
uf20-0533;3
uf20-0534;4
uf20-0535;48
uf20-0536;1
uf20-0537;14
uf20-0538;10
uf20-0539;12
uf20-053;2
uf20-0540;8
uf20-0541;5
uf20-0542;2
uf20-0543;2
uf20-0544;21
uf20-0545;2
uf20-0546;12
uf20-0547;2
uf20-0548;3
uf20-0549;18
uf20-054;28
uf20-0550;1
uf20-0551;4
uf20-0552;2
uf20-0553;2
uf20-0554;38
uf20-0555;18
uf20-0556;3
uf20-0557;10
uf20-0558;8
uf20-0559;8
uf20-055;17
uf20-0560;3
uf20-0561;7
uf20-0562;3
uf20-0563;16
uf20-0564;3
uf20-0565;10
uf20-0566;16
uf20-0567;50
uf20-0568;6
uf20-0569;7
uf20-056;13
uf20-0570;16
uf20-0571;5
uf20-0572;2
uf20-0573;8
uf20-0574;2
uf20-0575;8
uf20-0576;1
uf20-0577;15
uf20-0578;3
uf20-0579;4
uf20-057;10
uf20-0580;10
uf20-0581;3
uf20-0582;1
uf20-0583;4
uf20-0584;2
uf20-0585;12
uf20-0586;1
uf20-0587;5
uf20-0588;67
uf20-0589;5
uf20-058;28
uf20-0590;8
uf20-0591;2
uf20-0592;8
uf20-0593;5
uf20-0594;1
uf20-0595;3
uf20-0596;2
uf20-0597;2
uf20-0598;2
uf20-0599;2
uf20-059;1
uf20-05;2
uf20-0600;1
uf20-0601;3
uf20-0602;26
uf20-0603;7
uf20-0604;105
uf20-0605;8
uf20-0606;1
uf20-0607;1
uf20-0608;3
uf20-0609;3
uf20-060;6
uf20-0610;5
uf20-0611;3
uf20-0612;2
uf20-0613;3
uf20-0614;1
uf20-0615;6
uf20-0616;4
uf20-0617;11
uf20-0618;2
uf20-0619;37
uf20-061;1
uf20-0620;36
uf20-0621;5
uf20-0622;24
uf20-0623;3
uf20-0624;5
uf20-0625;1
uf20-0626;6
uf20-0627;20
uf20-0628;4
uf20-0629;11
uf20-062;19
uf20-0630;1
uf20-0631;1
uf20-0632;6
uf20-0633;13
uf20-0634;43
uf20-0635;3
uf20-0636;7
uf20-0637;5
uf20-0638;7
uf20-0639;6
uf20-063;9
uf20-0640;10
uf20-0641;4
uf20-0642;44
uf20-0643;11
uf20-0644;14
uf20-0645;6
uf20-0646;2
uf20-0647;2
uf20-0648;9
uf20-0649;16
uf20-064;4
uf20-0650;46
uf20-0651;12
uf20-0652;2
uf20-0653;27
uf20-0654;13
uf20-0655;17
uf20-0656;2
uf20-0657;16
uf20-0658;7
uf20-0659;35
uf20-065;4
uf20-0660;2
uf20-0661;4
uf20-0662;52
uf20-0663;6
uf20-0664;1
uf20-0665;51
uf20-0666;3
uf20-0667;6
uf20-0668;5
uf20-0669;2
uf20-066;8
uf20-0670;2
uf20-0671;19
uf20-0672;3
uf20-0673;30
uf20-0674;1
uf20-0675;2
uf20-0676;16
uf20-0677;7
uf20-0678;1
uf20-0679;7
uf20-067;41
uf20-0680;2
uf20-0681;15
uf20-0682;14
uf20-0683;1
uf20-0684;1
uf20-0685;10
uf20-0686;7
uf20-0687;2
uf20-0688;4
uf20-0689;19
uf20-068;6
uf20-0690;31
uf20-0691;1
uf20-0692;4
uf20-0693;2
uf20-0694;2
uf20-0695;2
uf20-0696;18
uf20-0697;24
uf20-0698;1
uf20-0699;4
uf20-069;2
uf20-06;4
uf20-0700;1
uf20-0701;1
uf20-0702;45
uf20-0703;40
uf20-0704;6
uf20-0705;2
uf20-0706;57
uf20-0707;8
uf20-0708;1
uf20-0709;5
uf20-070;35
uf20-0710;6
uf20-0711;4
uf20-0712;1
uf20-0713;18
uf20-0714;20
uf20-0715;1
uf20-0716;1
uf20-0717;2
uf20-0718;6
uf20-0719;5
uf20-071;9
uf20-0720;7
uf20-0721;15
uf20-0722;19
uf20-0723;4
uf20-0724;71
uf20-0725;1
uf20-0726;8
uf20-0727;11
uf20-0728;4
uf20-0729;1
uf20-072;6
uf20-0730;13
uf20-0731;4
uf20-0732;10
uf20-0733;1
uf20-0734;39
uf20-0735;1
uf20-0736;2
uf20-0737;4
uf20-0738;8
uf20-0739;3
uf20-073;2
uf20-0740;2
uf20-0741;12
uf20-0742;29
uf20-0743;4
uf20-0744;5
uf20-0745;10
uf20-0746;7
uf20-0747;8
uf20-0748;28
uf20-0749;5
uf20-074;1
uf20-0750;2
uf20-0751;5
uf20-0752;16
uf20-0753;5
uf20-0754;13
uf20-0755;1
uf20-0756;12
uf20-0757;5
uf20-0758;23
uf20-0759;1
uf20-075;8
uf20-0760;12
uf20-0761;13
uf20-0762;4
uf20-0763;1
uf20-0764;1
uf20-0765;2
uf20-0766;10
uf20-0767;49
uf20-0768;19
uf20-0769;3
uf20-076;1
uf20-0770;6
uf20-0771;2
uf20-0772;51
uf20-0773;9
uf20-0774;11
uf20-0775;1
uf20-0776;22
uf20-0777;2
uf20-0778;5
uf20-0779;8
uf20-077;8
uf20-0780;8
uf20-0781;2
uf20-0782;1
uf20-0783;2
uf20-0784;9
uf20-0785;16
uf20-0786;36
uf20-0787;110
uf20-0788;20
uf20-0789;3
uf20-078;24
uf20-0790;8
uf20-0791;1
uf20-0792;38
uf20-0793;7
uf20-0794;2
uf20-0795;16
uf20-0796;1
uf20-0797;14
uf20-0798;2
uf20-0799;2
uf20-079;62
uf20-07;23
uf20-0800;8
uf20-0801;8
uf20-0802;8
uf20-0803;25
uf20-0804;46
uf20-0805;9
uf20-0806;2
uf20-0807;8
uf20-0808;1
uf20-0809;23
uf20-080;34
uf20-0810;15
uf20-0811;15
uf20-0812;1
uf20-0813;39
uf20-0814;17
uf20-0815;1
uf20-0816;7
uf20-0817;9
uf20-0818;3
uf20-0819;42
uf20-081;2
uf20-0820;29
uf20-0821;13
uf20-0822;40
uf20-0823;3
uf20-0824;12
uf20-0825;4
uf20-0826;1
uf20-0827;1
uf20-0828;14
uf20-0829;4
uf20-082;19
uf20-0830;2
uf20-0831;2
uf20-0832;12
uf20-0833;5
uf20-0834;4
uf20-0835;37
uf20-0836;4
uf20-0837;1
uf20-0838;32
uf20-0839;4
uf20-083;9
uf20-0840;1
uf20-0841;3
uf20-0842;1
uf20-0843;19
uf20-0844;18
uf20-0845;6
uf20-0846;29
uf20-0847;6
uf20-0848;2
uf20-0849;1
uf20-084;8
uf20-0850;6
uf20-0851;5
uf20-0852;30
uf20-0853;2
uf20-0854;9
uf20-0855;2
uf20-0856;120
uf20-0857;4
uf20-0858;1
uf20-0859;6
uf20-085;2
uf20-0860;31
uf20-0861;15
uf20-0862;14
uf20-0863;4
uf20-0864;9
uf20-0865;10
uf20-0866;15
uf20-0867;1
uf20-0868;46
uf20-0869;2
uf20-086;6
uf20-0870;9
uf20-0871;8
uf20-0872;20
uf20-0873;1
uf20-0874;62
uf20-0875;5
uf20-0876;10
uf20-0877;2
uf20-0878;35
uf20-0879;3
uf20-087;8
uf20-0880;10
uf20-0881;1
uf20-0882;9
uf20-0883;1
uf20-0884;3
uf20-0885;7
uf20-0886;3
uf20-0887;1
uf20-0888;6
uf20-0889;9
uf20-088;13
uf20-0890;4
uf20-0891;2
uf20-0892;18
uf20-0893;1
uf20-0894;3
uf20-0895;7
uf20-0896;1
uf20-0897;8
uf20-0898;9
uf20-0899;15
uf20-089;14
uf20-08;4
uf20-0900;36
uf20-0901;2
uf20-0902;9
uf20-0903;4
uf20-0904;5
uf20-0905;17
uf20-0906;4
uf20-0907;16
uf20-0908;2
uf20-0909;10
uf20-090;7
uf20-0910;13
uf20-0911;37
uf20-0912;3
uf20-0913;17
uf20-0914;2
uf20-0915;9
uf20-0916;6
uf20-0917;10
uf20-0918;3
uf20-0919;4
uf20-091;1
uf20-0920;10
uf20-0921;7
uf20-0922;4
uf20-0923;42
uf20-0924;1
uf20-0925;25
uf20-0926;3
uf20-0927;8
uf20-0928;2
uf20-0929;4
uf20-092;4
uf20-0930;2
uf20-0931;4
uf20-0932;50
uf20-0933;4
uf20-0934;9
uf20-0935;10
uf20-0936;1
uf20-0937;1
uf20-0938;1
uf20-0939;6
uf20-093;3
uf20-0940;11
uf20-0941;17
uf20-0942;20
uf20-0943;1
uf20-0944;2
uf20-0945;2
uf20-0946;14
uf20-0947;14
uf20-0948;2
uf20-0949;7
uf20-094;2
uf20-0950;1
uf20-0951;23
uf20-0952;5
uf20-0953;19
uf20-0954;1
uf20-0955;30
uf20-0956;3
uf20-0957;6
uf20-0958;5
uf20-0959;4
uf20-095;3
uf20-0960;1
uf20-0961;15
uf20-0962;1
uf20-0963;12
uf20-0964;29
uf20-0965;96
uf20-0966;16
uf20-0967;6
uf20-0968;8
uf20-0969;5
uf20-096;1
uf20-0970;24
uf20-0971;1
uf20-0972;1
uf20-0973;2
uf20-0974;4
uf20-0975;18
uf20-0976;2
uf20-0977;2
uf20-0978;1
uf20-0979;1
uf20-097;8
uf20-0980;1
uf20-0981;5
uf20-0982;4
uf20-0983;4
uf20-0984;1
uf20-0985;2
uf20-0986;6
uf20-0987;14
uf20-0988;19
uf20-0989;5
uf20-098;5
uf20-0990;6
uf20-0991;22
uf20-0992;4
uf20-0993;2
uf20-0994;14
uf20-0995;3
uf20-0996;5
uf20-0997;11
uf20-0998;7
uf20-0999;23
uf20-099;8
uf20-09;1
