instance;sol#
uf20-0426;107
uf20-0427;222
uf20-0428;147
uf20-0429;178
uf20-042;110
uf20-0430;112
uf20-0431;170
uf20-0432;52
uf20-0433;93
uf20-0434;123
uf20-0435;69
uf20-0436;193
uf20-0437;62
uf20-0438;91
uf20-0439;62
uf20-043;111
uf20-0440;78
uf20-0441;447
uf20-0442;45
uf20-0443;82
uf20-0444;43
uf20-0445;254
uf20-0446;224
uf20-0447;36
uf20-0448;89
uf20-0449;53
uf20-044;138
uf20-0450;113
uf20-0451;280
uf20-0452;81
uf20-0453;47
uf20-0454;48
uf20-0455;106
uf20-0456;85
uf20-0457;74
uf20-0458;46
uf20-0459;67
uf20-045;67
uf20-0460;40
uf20-0461;36
uf20-0462;36
uf20-0463;118
uf20-0464;31
uf20-0465;34
uf20-0466;66
uf20-0467;70
uf20-0468;86
uf20-0469;29
uf20-046;150
uf20-0470;236
uf20-0471;116
uf20-0472;133
uf20-0473;169
uf20-0474;70
uf20-0475;68
uf20-0476;42
uf20-0477;27
uf20-0478;104
uf20-0479;65
uf20-047;103
uf20-0480;122
uf20-0481;131
uf20-0482;166
uf20-0483;240
uf20-0484;38
uf20-0485;197
uf20-0486;51
uf20-0487;111
uf20-0488;116
uf20-0489;85
uf20-048;56
uf20-0490;54
uf20-0491;56
uf20-0492;92
uf20-0493;46
uf20-0494;90
uf20-0495;94
uf20-0496;90
uf20-0497;133
uf20-0498;45
uf20-0499;115
uf20-049;46
uf20-04;37
uf20-0500;51
uf20-0501;64
uf20-0502;150
uf20-0503;125
uf20-0504;119
uf20-0505;27
uf20-0506;218
uf20-0507;184
uf20-0508;91
uf20-0509;164
uf20-050;27
uf20-0510;46
uf20-0511;83
uf20-0512;88
uf20-0513;76
uf20-0514;38
uf20-0515;131
uf20-0516;72
uf20-0517;68
uf20-0518;22
uf20-0519;35
uf20-051;90
uf20-0520;86
uf20-0521;98
uf20-0522;100
uf20-0523;51
uf20-0524;21
uf20-0525;196
uf20-0526;78
uf20-0527;135
uf20-0528;37
uf20-0529;65
uf20-052;75
uf20-0530;177
uf20-0531;122
uf20-0532;148
uf20-0533;159
uf20-0534;115
uf20-0535;151
uf20-0536;78
uf20-0537;127
uf20-0538;52
uf20-0539;65
uf20-053;43
uf20-0540;77
uf20-0541;94
uf20-0542;31
uf20-0543;140
uf20-0544;212
uf20-0545;41
uf20-0546;256
uf20-0547;52
uf20-0548;84
uf20-0549;114
uf20-054;108
uf20-0550;145
uf20-0551;57
uf20-0552;190
uf20-0553;66
uf20-0554;242
uf20-0555;234
uf20-0556;83
uf20-0557;79
uf20-0558;95
uf20-0559;69
uf20-055;72
uf20-0560;60
uf20-0561;163
uf20-0562;41
uf20-0563;119
uf20-0564;93
uf20-0565;177
uf20-0566;90
uf20-0567;338
uf20-0568;60
uf20-0569;24
uf20-056;80
uf20-0570;128
uf20-0571;76
uf20-0572;99
uf20-0573;91
uf20-0574;33
uf20-0575;111
uf20-0576;21
uf20-0577;92
uf20-0578;71
uf20-0579;52
uf20-057;74
uf20-0580;121
uf20-0581;54
uf20-0582;241
uf20-0583;53
uf20-0584;57
uf20-0585;96
uf20-0586;119
uf20-0587;81
uf20-0588;268
uf20-0589;71
uf20-058;186
uf20-0590;123
uf20-0591;49
uf20-0592;45
uf20-0593;51
uf20-0594;90
uf20-0595;127
uf20-0596;41
uf20-0597;46
uf20-0598;56
uf20-0599;117
uf20-059;24
uf20-05;38
uf20-0600;37
uf20-0601;59
uf20-0602;110
uf20-0603;89
uf20-0604;555
uf20-0605;174
uf20-0606;55
uf20-0607;203
uf20-0608;103
uf20-0609;65
uf20-060;75
uf20-0610;109
uf20-0611;43
uf20-0612;78
uf20-0613;62
uf20-0614;17
uf20-0615;50
uf20-0616;36
uf20-0617;91
uf20-0618;49
uf20-0619;219
uf20-061;97
uf20-0620;274
uf20-0621;37
uf20-0622;102
uf20-0623;92
uf20-0624;53
uf20-0625;34
uf20-0626;139
uf20-0627;77
uf20-0628;82
uf20-0629;105
uf20-062;137
uf20-0630;33
uf20-0631;53
uf20-0632;48
uf20-0633;141
uf20-0634;362
uf20-0635;143
uf20-0636;83
uf20-0637;197
uf20-0638;88
uf20-0639;98
uf20-063;77
uf20-0640;118
uf20-0641;127
uf20-0642;198
uf20-0643;92
uf20-0644;106
uf20-0645;77
uf20-0646;78
uf20-0647;87
uf20-0648;117
uf20-0649;147
uf20-064;42
uf20-0650;165
uf20-0651;72
uf20-0652;31
uf20-0653;98
uf20-0654;145
uf20-0655;113
uf20-0656;47
uf20-0657;97
uf20-0658;74
uf20-0659;248
uf20-065;33
uf20-0660;102
uf20-0661;40
uf20-0662;200
uf20-0663;122
uf20-0664;42
uf20-0665;181
uf20-0666;62
uf20-0667;127
uf20-0668;101
uf20-0669;94
uf20-066;42
uf20-0670;59
uf20-0671;107
uf20-0672;69
uf20-0673;127
uf20-0674;56
uf20-0675;48
uf20-0676;238
uf20-0677;70
uf20-0678;55
uf20-0679;79
uf20-067;187
uf20-0680;36
uf20-0681;153
uf20-0682;131
uf20-0683;20
uf20-0684;100
uf20-0685;60
uf20-0686;71
uf20-0687;38
uf20-0688;73
uf20-0689;98
uf20-068;111
uf20-0690;187
uf20-0691;45
uf20-0692;66
uf20-0693;101
uf20-0694;126
uf20-0695;24
uf20-0696;56
uf20-0697;155
uf20-0698;73
uf20-0699;76
uf20-069;26
uf20-06;73
uf20-0700;53
uf20-0701;19
uf20-0702;223
uf20-0703;227
uf20-0704;106
uf20-0705;10
uf20-0706;384
uf20-0707;78
uf20-0708;36
uf20-0709;91
uf20-070;168
uf20-0710;52
uf20-0711;275
uf20-0712;98
uf20-0713;144
uf20-0714;93
uf20-0715;38
uf20-0716;64
uf20-0717;73
uf20-0718;79
uf20-0719;153
uf20-071;79
uf20-0720;107
uf20-0721;95
uf20-0722;187
uf20-0723;51
uf20-0724;307
uf20-0725;80
uf20-0726;50
uf20-0727;107
uf20-0728;38
uf20-0729;55
uf20-072;117
uf20-0730;170
uf20-0731;48
uf20-0732;73
uf20-0733;86
uf20-0734;197
uf20-0735;22
uf20-0736;58
uf20-0737;46
uf20-0738;55
uf20-0739;33
uf20-073;54
uf20-0740;26
uf20-0741;83
uf20-0742;140
uf20-0743;104
uf20-0744;88
uf20-0745;65
uf20-0746;89
uf20-0747;87
uf20-0748;95
uf20-0749;58
uf20-074;75
uf20-0750;147
uf20-0751;80
uf20-0752;116
uf20-0753;162
uf20-0754;79
uf20-0755;185
uf20-0756;59
uf20-0757;90
uf20-0758;159
uf20-0759;50
uf20-075;90
uf20-0760;87
uf20-0761;94
uf20-0762;20
uf20-0763;36
uf20-0764;39
uf20-0765;53
uf20-0766;95
uf20-0767;191
uf20-0768;95
uf20-0769;54
uf20-076;28
uf20-0770;74
uf20-0771;74
uf20-0772;282
uf20-0773;89
uf20-0774;101
uf20-0775;63
uf20-0776;279
uf20-0777;32
uf20-0778;57
uf20-0779;64
uf20-077;81
uf20-0780;33
uf20-0781;47
uf20-0782;34
uf20-0783;188
uf20-0784;95
uf20-0785;107
uf20-0786;241
uf20-0787;297
uf20-0788;204
uf20-0789;26
uf20-078;228
uf20-0790;69
uf20-0791;12
uf20-0792;165
uf20-0793;89
uf20-0794;76
uf20-0795;153
uf20-0796;20
uf20-0797;127
uf20-0798;27
uf20-0799;35
uf20-079;209
uf20-07;122
uf20-0800;78
uf20-0801;145
uf20-0802;123
uf20-0803;133
uf20-0804;315
uf20-0805;155
uf20-0806;19
uf20-0807;172
uf20-0808;40
uf20-0809;115
uf20-080;257
uf20-0810;92
uf20-0811;114
uf20-0812;17
uf20-0813;249
uf20-0814;179
uf20-0815;74
uf20-0816;82
uf20-0817;82
uf20-0818;81
uf20-0819;214
uf20-081;82
uf20-0820;175
uf20-0821;84
uf20-0822;174
uf20-0823;81
uf20-0824;138
uf20-0825;40
uf20-0826;39
uf20-0827;96
uf20-0828;124
uf20-0829;37
uf20-082;74
uf20-0830;30
uf20-0831;72
uf20-0832;65
uf20-0833;90
uf20-0834;114
uf20-0835;235
uf20-0836;32
uf20-0837;30
uf20-0838;160
uf20-0839;26
uf20-083;87
uf20-0840;40
uf20-0841;54
uf20-0842;79
uf20-0843;148
uf20-0844;240
uf20-0845;41
uf20-0846;185
uf20-0847;78
uf20-0848;29
uf20-0849;35
uf20-084;57
uf20-0850;82
uf20-0851;86
uf20-0852;142
uf20-0853;56
uf20-0854;100
uf20-0855;34
uf20-0856;490
uf20-0857;20
uf20-0858;50
uf20-0859;82
uf20-085;53
uf20-0860;171
uf20-0861;107
uf20-0862;121
uf20-0863;78
uf20-0864;75
uf20-0865;196
uf20-0866;89
uf20-0867;34
uf20-0868;381
uf20-0869;69
uf20-086;91
uf20-0870;102
uf20-0871;184
uf20-0872;272
uf20-0873;61
uf20-0874;252
uf20-0875;39
uf20-0876;117
uf20-0877;79
uf20-0878;308
uf20-0879;37
uf20-087;56
uf20-0880;55
uf20-0881;34
uf20-0882;82
uf20-0883;51
uf20-0884;96
uf20-0885;82
uf20-0886;26
uf20-0887;53
uf20-0888;104
uf20-0889;88
uf20-088;168
uf20-0890;45
uf20-0891;46
uf20-0892;75
uf20-0893;12
uf20-0894;49
uf20-0895;91
uf20-0896;13
uf20-0897;52
uf20-0898;61
uf20-0899;123
uf20-089;81
uf20-08;74
uf20-0900;161
uf20-0901;32
uf20-0902;121
uf20-0903;72
uf20-0904;193
uf20-0905;157
uf20-0906;70
uf20-0907;201
uf20-0908;41
uf20-0909;71
uf20-090;119
uf20-0910;109
uf20-0911;384
uf20-0912;51
uf20-0913;173
uf20-0914;54
uf20-0915;88
uf20-0916;92
uf20-0917;226
uf20-0918;37
uf20-0919;59
uf20-091;83
uf20-0920;84
uf20-0921;136
uf20-0922;165
uf20-0923;174
uf20-0924;16
uf20-0925;306
uf20-0926;44
uf20-0927;54
uf20-0928;103
uf20-0929;52
uf20-092;96
uf20-0930;70
uf20-0931;35
uf20-0932;214
uf20-0933;45
uf20-0934;162
uf20-0935;304
uf20-0936;87
uf20-0937;26
uf20-0938;71
uf20-0939;102
uf20-093;66
uf20-0940;160
uf20-0941;81
uf20-0942;219
uf20-0943;39
uf20-0944;174
uf20-0945;55
uf20-0946;118
uf20-0947;99
uf20-0948;72
uf20-0949;94
uf20-094;46
uf20-0950;63
uf20-0951;197
uf20-0952;105
uf20-0953;176
uf20-0954;49
uf20-0955;303
uf20-0956;63
uf20-0957;44
uf20-0958;67
uf20-0959;93
uf20-095;155
uf20-0960;49
uf20-0961;69
uf20-0962;37
uf20-0963;115
uf20-0964;181
uf20-0965;363
uf20-0966;61
uf20-0967;69
uf20-0968;78
uf20-0969;131
uf20-096;48
uf20-0970;97
uf20-0971;22
uf20-0972;77
uf20-0973;105
uf20-0974;46
uf20-0975;108
uf20-0976;35
uf20-0977;114
uf20-0978;92
uf20-0979;74
uf20-097;42
uf20-0980;41
uf20-0981;167
uf20-0982;39
uf20-0983;102
uf20-0984;17
uf20-0985;48
uf20-0986;215
uf20-0987;72
uf20-0988;97
uf20-0989;53
uf20-098;86
uf20-0990;73
uf20-0991;257
uf20-0992;101
uf20-0993;70
uf20-0994;282
uf20-0995;92
uf20-0996;68
uf20-0997;153
uf20-0998;203
uf20-0999;119
uf20-099;162
uf20-09;88
