instance;sol#
uf100-021;1540105306
uf100-0220;31801448117
uf100-0221;229386701729
uf100-0222;4232787327
uf100-0223;65822508
uf100-0224;345367933
uf100-0225;15093655692
uf100-0226;31511861568
uf100-0227;12643136450
uf100-0228;712178721
uf100-0229;331770735
uf100-022;16965732749
uf100-0230;7238006683
uf100-0231;699732878
uf100-0232;25139272440
uf100-0233;1331778945
uf100-0234;4109424125
uf100-0235;8519033460
uf100-0236;2913834873
uf100-0237;112476206
uf100-0238;322272597
uf100-0239;3955679692
uf100-023;1816208190
uf100-0240;3786742930
uf100-0241;175468556
uf100-0242;32555847883
uf100-0243;3563317524
uf100-0244;11216344657
uf100-0245;13858590088
uf100-0246;3324609964
uf100-0247;441005873
uf100-0248;100619055633
uf100-0249;416678788
uf100-024;13949253623
uf100-0250;6852143193
uf100-0251;847987749
uf100-0252;5403560083
uf100-0253;560833557
uf100-0254;107467204971
uf100-0255;1009171894
uf100-0256;27250433352
uf100-0257;3256053350
uf100-0258;6200363865
uf100-0259;43076515476
uf100-025;391149745164
uf100-0260;11118647059
uf100-0261;132013419
uf100-0262;1259049651
uf100-0263;601008449
uf100-0264;48929277573
uf100-0265;10553058075
uf100-0266;3567045857
uf100-0267;2467303333
uf100-0268;38201484049
uf100-0269;1100625206
uf100-026;1245429768
uf100-0270;139594413
uf100-0271;146316424
uf100-0272;25788928560
uf100-0273;5138594713
uf100-0274;3916778894
uf100-0275;307227918
uf100-0276;3902806816
uf100-0277;79231462489
uf100-0278;162141065738
uf100-0279;4622883229
uf100-027;61349489151
uf100-0280;10465696545
uf100-0281;26034866527
uf100-0282;12939219452
uf100-0283;9975465260
uf100-0284;26847544453
uf100-0285;106188376769
uf100-0286;29934031369
uf100-0287;31576306894
uf100-0288;1239403398
uf100-0289;6796612186
uf100-028;5295234341
uf100-0290;2850313462
uf100-0291;14167656018
uf100-0292;946716580
uf100-0293;776348437
uf100-0294;5267088294
uf100-0295;9051794526
uf100-0296;138163044275
uf100-0297;92004717401
uf100-0298;59306570723
uf100-0299;6805972920
uf100-029;3363201658
uf100-02;14719970180
uf100-0300;76810824857
uf100-0301;15204004768
uf100-0302;4943193351
uf100-0303;758934072
uf100-0304;2385847920
uf100-0305;4577687062
uf100-0306;13844458199
uf100-0307;2591664410
uf100-0308;4771023953
uf100-0309;2798022963
uf100-030;20579880978
uf100-0310;2472884122
uf100-0311;5688679991
uf100-0312;4168126784
uf100-0313;20483736069
uf100-0314;3590066237
uf100-0315;1055088701
uf100-0316;116691430574
uf100-0317;56652776830
uf100-0318;1057210118
uf100-0319;10578817946
uf100-031;4374402269
uf100-0320;104699246287
uf100-0321;53155967014
uf100-0322;1664353032
uf100-0323;3533060403
uf100-0324;106739247747
uf100-0325;5378374926
uf100-0326;180245754
uf100-0327;10922960936
uf100-0328;1254119131
uf100-0329;1496033953
uf100-032;238092764
uf100-0330;3148024974
uf100-0331;39092248343
uf100-0332;118315907266
uf100-0333;4549881228
uf100-0334;78777431374
uf100-0335;59309022
uf100-0336;3803432211
uf100-0337;2826897240
uf100-0338;91653780967
uf100-0339;133775271
uf100-033;6739659322
uf100-0340;167333295619
uf100-0341;3663965427
uf100-0342;923492678160
uf100-0343;13536594956
uf100-0344;73405042
uf100-0345;27027896635
uf100-0346;38360148562
uf100-0347;9542871593
uf100-0348;1369342830
uf100-0349;14050183055
uf100-034;11052745004
uf100-0350;441924284
uf100-0351;3330173827
uf100-0352;2524531616
uf100-0353;2324274398
uf100-0354;28549324284
uf100-0355;1713117475
uf100-0356;8538190330
uf100-0357;22283131
uf100-0358;9385595166
uf100-0359;316454615
uf100-035;1009868456
uf100-0360;8521299774
uf100-0361;23171701810
uf100-0362;2269464473
uf100-0363;9122820408
uf100-0364;7068211706
uf100-0365;3562808077
uf100-0366;479589317
uf100-0367;4270603589
uf100-0368;49425583410
uf100-0369;3344557251
uf100-036;505863440
uf100-0370;139452338428
uf100-0371;390375889
uf100-0372;8984181435
uf100-0373;9361857854
uf100-0374;11700967851
uf100-0375;32687119357
uf100-0376;13505670174
uf100-0377;14235877468
uf100-0378;7589566943
uf100-0379;19688495842
uf100-037;315177933
uf100-0380;5878547143
uf100-0381;3521789538
uf100-0382;129248946
uf100-0383;2950889991
uf100-0384;746393801
uf100-0385;12207775498
uf100-0386;310389323
uf100-0387;4487213792
uf100-0388;2995938516
uf100-0389;30908895968
uf100-038;24110527841
uf100-0390;5902766333
uf100-0391;6607545008
uf100-0392;2454479749
uf100-0393;29246684974
uf100-0394;6785416154
uf100-0395;8843261642
uf100-0396;53843814318
uf100-0397;1892235649
uf100-0398;5266485514
uf100-0399;1697293427
uf100-039;37142337903
uf100-03;74026605514
uf100-0400;1146454581
uf100-0401;658305483956
uf100-0402;2495341381
uf100-0403;68726573453
uf100-0404;158088006
uf100-0405;5495505372
uf100-0406;144586926236
uf100-0407;1855099896
uf100-0408;6099434465
uf100-0409;4534323336
uf100-040;9806019233
uf100-0410;416697314
uf100-0411;333339571
uf100-0412;122069105755
uf100-0413;18710532591
uf100-0414;16926301993
uf100-0415;1146077104
uf100-0416;391067130
uf100-0417;3430588882
uf100-0418;95412628
uf100-0419;2821234304
uf100-041;10313165968
uf100-0420;6462056787
uf100-0421;6877155998
uf100-0422;3850668312
uf100-0423;1092334593
uf100-0424;22095230400
uf100-0425;2470974671
uf100-0426;77943372672
uf100-0427;1049251334
uf100-0428;1196668194
uf100-0429;234329454
uf100-042;2373832776
uf100-0430;8054145177
uf100-0431;1717254868
uf100-0432;2782954002
uf100-0433;17363140947
uf100-0434;1945036092
uf100-0435;4750551809
uf100-0436;30740907096
uf100-0437;1002396262
uf100-0438;65515930338
uf100-0439;4155912492
uf100-043;517674161864
uf100-0440;3998995402
uf100-0441;349858280
uf100-0442;16144558940
uf100-0443;7524485988
uf100-0444;40298140
uf100-0445;26537437277
uf100-0446;6455795282
uf100-0447;258934773411
uf100-0448;26920520776
uf100-0449;3832047425
uf100-044;13365130107
uf100-0450;25423669364
uf100-0451;4794882319
uf100-0452;38953332431
uf100-0453;536405893
uf100-0454;921392717
uf100-0455;3140488322
uf100-0456;4133252970
uf100-0457;17945407881
uf100-0458;165711670
uf100-0459;9701029996
uf100-045;755187317
uf100-0460;25554449373
uf100-0461;5419414834
uf100-0462;1594041779
uf100-0463;938244659
uf100-0464;3688293225
uf100-0465;296260565406
uf100-0466;144391414027
uf100-0467;13091896038
uf100-0468;1328247068
uf100-0469;4578136981
uf100-046;23413303046
uf100-0470;17723147476
uf100-0471;2044065991
uf100-0472;9572979943
uf100-0473;1169372310
uf100-0474;2493098143
uf100-0475;4368123264
uf100-0476;1685101272
uf100-0477;7717395506
uf100-0478;2437609852
uf100-0479;12224711473
uf100-047;1074828404
uf100-0480;1559471426
uf100-0481;1788467142
uf100-0482;1508798343
uf100-0483;18254516836
uf100-0484;1978270862
uf100-0485;10094422545
uf100-0486;86618363833
uf100-0487;8431055376
uf100-0488;7532607253
uf100-0489;139585693932
uf100-048;57278935225
uf100-0490;22091017079
uf100-0491;19751962492
uf100-0492;2822064758
uf100-0493;6830064507
uf100-0494;93296821678
uf100-0495;5020827397
uf100-0496;5867181812
uf100-0497;41589117657
uf100-0498;468939089
uf100-0499;736498129
uf100-049;7524992957
uf100-04;757984600
uf100-0500;4618911058
uf100-0501;18665997357
uf100-0502;497773187
uf100-0503;49822558
uf100-0504;20835988283
uf100-0505;61064102145
uf100-0506;4306904335
uf100-0507;22845155018
uf100-0508;1080956290
uf100-0509;1655984386
uf100-050;344959510012
uf100-0510;21631831538
uf100-0511;3610865425
uf100-0512;442315283526
uf100-0513;9296621387
uf100-0514;9453556011
uf100-0515;9242626651
uf100-0516;524253904882
uf100-0517;21457706168
uf100-0518;5345840242
uf100-0519;2430205637
uf100-051;23986069199
uf100-0520;61045421600
uf100-0521;21313934210
uf100-0522;1284778665
uf100-0523;2919292
uf100-0524;7512606098
uf100-0525;2822421365
uf100-0526;12664633916
uf100-0527;2391504736
uf100-0528;1198780246
uf100-0529;1047704663709
uf100-052;6023029799
uf100-0530;309445372
uf100-0531;6829243517
uf100-0532;7046477386
uf100-0533;401211461
uf100-0534;55696781624
uf100-0535;15354926120
uf100-0536;1985014793
uf100-0537;2456234774
uf100-0538;1964404249
uf100-0539;5552306748
uf100-053;663569799
uf100-0540;72654215814
uf100-0541;14758845008
uf100-0542;1160483394
uf100-0543;734345476
uf100-0544;5309222304
uf100-0545;215985773114
uf100-0546;14045889522
uf100-0547;14553928127
uf100-0548;172668493
uf100-0549;115899196795
uf100-054;661369827
uf100-0550;99286032709
uf100-0551;30001825
uf100-0552;15884105
uf100-0553;10876254783
uf100-0554;52011675533
uf100-0555;41983942165
uf100-0556;424141655
uf100-0557;6737907122
uf100-0558;1049119321
uf100-0559;7871397041
uf100-055;38904199897
uf100-0560;2328480539
uf100-0561;4044607584
uf100-0562;1787709881
uf100-0563;1922570847
uf100-0564;243337042791
uf100-0565;2908415239
uf100-0566;5195078672
uf100-0567;51906865236
uf100-0568;87413873
uf100-0569;1371800208
uf100-056;71912407904
uf100-0570;77559916416
uf100-0571;238598703629
uf100-0572;5378862991
uf100-0573;60521416114
uf100-0574;326743794
uf100-0575;5172125881
uf100-0576;414597592
uf100-0577;3503810064
uf100-0578;624539939
uf100-0579;551464286
uf100-057;24648970311
uf100-0580;2645699738
uf100-0581;9766216201
uf100-0582;36920159054
uf100-0583;12131267544
uf100-0584;601281536
uf100-0585;112532118615
uf100-0586;4214896339
uf100-0587;19404137317
uf100-0588;3296129433
uf100-0589;4030769799
uf100-058;7682911163
uf100-0590;1294527299
uf100-0591;22615676796
uf100-0592;421334640
uf100-0593;32847277167
uf100-0594;3884888023
uf100-0595;175689891465
uf100-0596;5491620478
uf100-0597;665980415
uf100-0598;1991915054
uf100-0599;10282211154
uf100-059;10998613083
uf100-05;2656642881
uf100-0600;32725679039
uf100-0601;273094007
uf100-0602;569903808
uf100-0603;512649632
uf100-0604;6007880486
uf100-0605;502065928
uf100-0606;3503861189
uf100-0607;379176539
uf100-0608;6631010813
uf100-0609;76554968667
uf100-060;2990553332
uf100-0610;1537402950
uf100-0611;52133715618
uf100-0612;132469886469
uf100-0613;619096783
uf100-0614;1751570739
uf100-0615;1542587176
uf100-0616;68455806919
uf100-0617;11398686544
uf100-0618;531685564
uf100-0619;1545496696
uf100-061;2097965984
uf100-0620;9142356912
uf100-0621;969953246
uf100-0622;1670556314
uf100-0623;1688411911
uf100-0624;2019039738
uf100-0625;1682262053
uf100-0626;2319384359
uf100-0627;542594644
uf100-0628;37721875286
uf100-0629;1713059954
uf100-062;2863195999
uf100-0630;83583576141
uf100-0631;10231796944
uf100-0632;4899370508
uf100-0633;3621532764
uf100-0634;10864179863
uf100-0635;1985956310
uf100-0636;13454085371
uf100-0637;7085532654
uf100-0638;58862443316
uf100-0639;6422623204
uf100-063;17045644243
uf100-0640;3010703508
uf100-0641;6815098956
uf100-0642;1717089268
uf100-0643;7681841948
uf100-0644;2481696476
uf100-0645;361303591469
uf100-0646;54251941
uf100-0647;20600884789
uf100-0648;8157342707
uf100-0649;2118935902
uf100-064;53099788679
uf100-0650;12759996632
uf100-0651;24372140679
uf100-0652;1774902933
uf100-0653;577015463
uf100-0654;629428803
uf100-0655;399516815
uf100-0656;3556242055
uf100-0657;3238474278
uf100-0658;61416626720
uf100-0659;3182454230
uf100-065;13554417665
uf100-0660;7271620400
uf100-0661;50069578582
uf100-0662;1498223406
uf100-0663;25182675244
uf100-0664;67928062496
uf100-0665;56371076602
uf100-0666;19411012
uf100-0667;44912400
uf100-0668;4278777341
uf100-0669;2583160605
uf100-066;657725529
uf100-0670;1877771232
uf100-0671;86917592747
uf100-0672;51604218528
uf100-0673;1717677047
uf100-0674;29822083132
uf100-0675;335995827
uf100-0676;5121196873
uf100-0677;3319059189
uf100-0678;69819362644
uf100-0679;2163704359
uf100-067;49558320173
uf100-0680;767883567
uf100-0681;196389991
uf100-0682;21473682825
uf100-0683;338604958222
uf100-0684;99000510
uf100-0685;856749064
uf100-0686;13430429398
uf100-0687;13687745088
uf100-0688;402288715742
uf100-0689;19322987508
uf100-068;3373148508
uf100-0690;6483710269
uf100-0691;147599471348
uf100-0692;744460735
uf100-0693;1623862356
uf100-0694;554287875
uf100-0695;6277264059
uf100-0696;2126314084
uf100-0697;6614741119
uf100-0698;1853912444
uf100-0699;46196327478
uf100-069;162277585
uf100-06;360297162044
uf100-0700;6946693123
uf100-0701;4295186903
uf100-0702;252323089
uf100-0703;2845142900
uf100-0704;144073361702
uf100-0705;389917952691
uf100-0706;12811956829
uf100-0707;2181368186
uf100-0708;10966727136
uf100-0709;833316761
uf100-070;682125379106
uf100-0710;5311717953
uf100-0711;6257196177
uf100-0712;566358558
uf100-0713;293377110
uf100-0714;14865457926
uf100-0715;3419463059
uf100-0716;12992662927
uf100-0717;7634975175
uf100-0718;254775043451
uf100-0719;30008944259
uf100-071;29853212386
uf100-0720;611914629
uf100-0721;72033124431
uf100-0722;17883027968
uf100-0723;189525020
uf100-0724;147075762755
uf100-0725;9128506136
uf100-0726;1646539841
uf100-0727;796524835
uf100-0728;70331742154
uf100-0729;3136593096
uf100-072;12722351053
uf100-0730;1268773652
uf100-0731;275571501
uf100-0732;385137525
uf100-0733;920213629
uf100-0734;72674942771
uf100-0735;110734938003
uf100-0736;25582299776
uf100-0737;3655396208
uf100-0738;7900764215
uf100-0739;3876126703
uf100-073;27645615722
uf100-0740;1143357794
uf100-0741;37966202954
uf100-0742;60186948581
uf100-0743;5542915819
uf100-0744;5989538221
uf100-0745;2364172363
uf100-0746;491394704
uf100-0747;107423892360
uf100-0748;1397943911
uf100-0749;2818188328
uf100-074;17812879194
uf100-0750;1373029143
uf100-0751;1917981579
uf100-0752;19413184160
uf100-0753;6256691034
uf100-0754;21309236407
uf100-0755;4479212632
uf100-0756;31922050893
uf100-0757;8343690724
uf100-0758;110018077994
uf100-0759;8129783856
uf100-075;3523393459
uf100-0760;11211227593
uf100-0761;15615138263
uf100-0762;92262099476
uf100-0763;4317022252
uf100-0764;3832413048
uf100-0765;3688032470
uf100-0766;12863218172
uf100-0767;682067628
uf100-0768;361725162
uf100-0769;16192330284
uf100-076;540940049
uf100-0770;984942049
uf100-0771;4389260567
uf100-0772;247158066
uf100-0773;22583690932
uf100-0774;38740701220
uf100-0775;77464633327
uf100-0776;45731437378
uf100-0777;1272853009
uf100-0778;3268981675
uf100-0779;3944067569
uf100-077;84684806810
uf100-0780;598486679
uf100-0781;16730169153
uf100-0782;274804805898
uf100-0783;218232651200
uf100-0784;841099947
uf100-0785;466660495
uf100-0786;16683084230
uf100-0787;29048523868
uf100-0788;435783877
uf100-0789;4692001336
uf100-078;14368988701
uf100-0790;7313570310
uf100-0791;44754135151
uf100-0792;4351813029
uf100-0793;123321482217
uf100-0794;5196788154
uf100-0795;143937196
uf100-0796;91276075
uf100-0797;31438007570
uf100-0798;16933093538
uf100-0799;719458872
uf100-079;7486629104
uf100-07;5901807530
uf100-0800;121079943677
uf100-0801;1942615405
uf100-0802;230317298410
uf100-0803;6679979412
uf100-0804;829218343
uf100-0805;1256824130
uf100-0806;196829209494
uf100-0807;258331721
uf100-0808;1839599673
uf100-0809;68252414649
uf100-080;1111015220
uf100-0810;46638570034
uf100-0811;20535533917
uf100-0812;28917773823
uf100-0813;56477970104
uf100-0814;37102889953
uf100-0815;79048891993
uf100-0816;46823254895
uf100-0817;3353721685
uf100-0818;5384188937
uf100-0819;44126303768
uf100-081;8163193760
uf100-0820;56714337413
uf100-0821;43404979314
uf100-0822;212247430587
uf100-0823;13980718990
uf100-0824;478817060
uf100-0825;3419134737
uf100-0826;13602292627
uf100-0827;26424926034
uf100-0828;10848947290
uf100-0829;218887070460
uf100-082;10681398014
uf100-0830;39293019629
uf100-0831;952500050
uf100-0832;7388308717
uf100-0833;102828676794
uf100-0834;56554883058
uf100-0835;1238208246
uf100-0836;61777435291
uf100-0837;641860715887
uf100-0838;5445663879
uf100-0839;221541592
uf100-083;16641083791
uf100-0840;99997085482
uf100-0841;18190975834
uf100-0842;3224489373
uf100-0843;87260392867
uf100-0844;3593969719
uf100-0845;32323012356
uf100-0846;6875632141
uf100-0847;3332202440
uf100-0848;9866242837
uf100-0849;31040930541
uf100-084;1728523859
uf100-0850;7667963826
uf100-0851;6184928350
uf100-0852;90689633
uf100-0853;2767129390
uf100-0854;27294259978
uf100-0855;33567104181
uf100-0856;556142221
uf100-0857;8235034542
uf100-0858;3809559225
uf100-0859;4677520995
uf100-085;8697152103
uf100-0860;1212021776
uf100-0861;477200998
uf100-0862;6002901392
uf100-0863;17358564281
uf100-0864;274659071
uf100-0865;1666143623
uf100-0866;31411355069
uf100-0867;4753378433
uf100-0868;13661713457
uf100-0869;21622453240
uf100-086;129781334
uf100-0870;34664613242
uf100-0871;5267140937
uf100-0872;3889465575
uf100-0873;15336778146
uf100-0874;4189457864
uf100-0875;137382720720
uf100-0876;60824618129
uf100-0877;11969968796
uf100-0878;909440689
uf100-0879;144522981
uf100-087;1050420530
uf100-0880;968352161
uf100-0881;4700335026
uf100-0882;12220257281
uf100-0883;253619015712
uf100-0884;1609153325
uf100-0885;4946772848
uf100-0886;1138689038
uf100-0887;3475865345
uf100-0888;17162211749
uf100-0889;388870063
uf100-088;2486148842
uf100-0890;7415387928
uf100-0891;12727192108
uf100-0892;1108566218434
uf100-0893;33172480181
uf100-0894;3734374342
uf100-0895;40472499951
uf100-0896;18387104752
uf100-0897;176512908373
uf100-0898;41638446451
uf100-0899;420360754
uf100-089;333183861186
uf100-08;11374103681
uf100-0900;135364242009
uf100-0901;571344716
uf100-0902;6188481275
uf100-0903;5557089018
uf100-0904;29977021265
uf100-0905;51679785626
uf100-0906;8766819162
uf100-0907;21888761714
uf100-0908;44106584996
uf100-0909;4152998552
uf100-090;4995755930
uf100-0910;22339678754
uf100-0911;10337731608
uf100-0912;46146394964
uf100-0913;15494145155
uf100-0914;413096394
uf100-0915;6271998220
uf100-0916;4493913245
uf100-0917;2851835498
uf100-0918;1880943346
uf100-0919;25668640023
uf100-091;89084850
uf100-0920;14151505360
uf100-0921;6847884590
uf100-0922;155662737846
uf100-0923;780347412
uf100-0924;1400631422
uf100-0925;909944846
uf100-0926;38933064
uf100-0927;2167364541
uf100-0928;105379729150
uf100-0929;17418720679
uf100-092;66797902502
uf100-0930;805290159
uf100-0931;234354713
uf100-0932;12454625691
uf100-0933;1111882511
uf100-0934;3604960284
uf100-0935;12211296751
uf100-0936;3326144622
uf100-0937;6178614251
uf100-0938;8876569065
uf100-0939;93769759422
uf100-093;24707231382
uf100-0940;5925798596
uf100-0941;34192093273
uf100-0942;2954177180
uf100-0943;33583817168
uf100-0944;4537082481
uf100-0945;33376643648
uf100-0946;5621712985
uf100-0947;30038981030
uf100-0948;28151894609
uf100-0949;20709868
uf100-094;12469500300
uf100-0950;117192448454
uf100-0951;13507504317
uf100-0952;237866401
uf100-0953;2310848955
uf100-0954;17093942589
uf100-0955;2610194300
uf100-0956;7915660676
uf100-0957;42433256274
uf100-0958;5517115155
uf100-0959;4099823319
uf100-095;34633259538
uf100-0960;1775778198
uf100-0961;273756603566
uf100-0962;188398366
uf100-0963;434957784385
uf100-0964;39752287611
uf100-0965;1194799343
uf100-0966;17073220393
uf100-0967;7809998926
uf100-0968;599608637
uf100-0969;4076286892
uf100-096;2576488285
uf100-0970;15460571147
uf100-0971;41113434341
uf100-0972;52018410
uf100-0973;36911701657
uf100-0974;719541754
uf100-0975;4032781367
uf100-0976;22738083887
uf100-0977;61299834782
uf100-0978;259949885758
uf100-0979;5628668127
uf100-097;77045299340
uf100-0980;325616197
uf100-0981;1584390012
uf100-0982;5923805063
uf100-0983;104082811265
uf100-0984;12411017928
uf100-0985;3016110825
uf100-0986;1796750954
uf100-0987;754260106260
uf100-0988;2466540
uf100-0989;449278552009
uf100-098;72442734087
uf100-0990;15723496922
uf100-0991;11751145147
uf100-0992;33551055351
uf100-0993;26866819411
uf100-0994;2996994263
uf100-0995;4694701188
uf100-0996;4827331452
uf100-0997;21175719556
uf100-0998;13060938299
uf100-0999;779861451
uf100-099;640684405
uf100-09;6179124523
