instance;sol#
uf50-0292;1783077
uf50-0293;1450244
uf50-0294;1257664
uf50-0295;2683178
uf50-0296;591812
uf50-0297;537082
uf50-0298;2668481
uf50-0299;2215693
uf50-029;2059215
uf50-02;4397265
uf50-0300;11002554
uf50-0301;10741871
uf50-0302;742653
uf50-0303;5441900
uf50-0304;2496758
uf50-0305;6170642
uf50-0306;2545565
uf50-0307;1558716
uf50-0308;1109795
uf50-0309;665159
uf50-030;701040
uf50-0310;1381903
uf50-0311;2484709
uf50-0312;2114204
uf50-0313;11395887
uf50-0314;10366171
uf50-0315;5144132
uf50-0316;12205264
uf50-0317;8298500
uf50-0318;1210210
uf50-0319;2144418
uf50-031;13677314
uf50-0320;5424827
uf50-0321;583532
uf50-0322;1127192
uf50-0323;1956110
uf50-0324;2906471
uf50-0325;1374634
uf50-0326;5683906
uf50-0327;3356253
uf50-0328;1803470
uf50-0329;2301493
uf50-032;1924493
uf50-0330;3853350
uf50-0331;18670399
uf50-0332;12325830
uf50-0333;2561377
uf50-0334;4247598
uf50-0335;6437546
uf50-0336;1497589
uf50-0337;1055656
uf50-0338;857012
uf50-0339;2096190
uf50-033;7410309
uf50-0340;13356365
uf50-0341;2442302
uf50-0342;5159016
uf50-0343;2234929
uf50-0344;2927204
uf50-0345;3297570
uf50-0346;1074966
uf50-0347;8842487
uf50-0348;1912386
uf50-0349;3869468
uf50-034;4822371
uf50-0350;2015330
uf50-0351;3191220
uf50-0352;2401049
uf50-0353;3977118
uf50-0354;3731903
uf50-0355;708699
uf50-0356;1162714
uf50-0357;1344346
uf50-0358;3782146
uf50-0359;6299574
uf50-035;3426021
uf50-0360;11569516
uf50-0361;9829214
uf50-0362;25327875
uf50-0363;6392160
uf50-0364;2734627
uf50-0365;2997745
uf50-0366;875727
uf50-0367;7829718
uf50-0368;2641810
uf50-0369;115500
uf50-036;300494
uf50-0370;2757493
uf50-0371;8726646
uf50-0372;4710850
uf50-0373;5347784
uf50-0374;1390276
uf50-0375;12530252
uf50-0376;655459
uf50-0377;6408491
uf50-0378;2518316
uf50-0379;2416092
uf50-037;3270994
uf50-0380;1764490
uf50-0381;670662
uf50-0382;1749657
uf50-0383;2448576
uf50-0384;3230666
uf50-0385;8149280
uf50-0386;1328085
uf50-0387;1326603
uf50-0388;7390464
uf50-0389;4210380
uf50-038;1981209
uf50-0390;2908831
uf50-0391;1866870
uf50-0392;3560062
uf50-0393;2226595
uf50-0394;3887424
uf50-0395;2445083
uf50-0396;962456
uf50-0397;5449051
uf50-0398;1618743
uf50-0399;1138879
uf50-039;6455011
uf50-03;3737556
uf50-0400;4098015
uf50-0401;9306707
uf50-0402;1637157
uf50-0403;2081368
uf50-0404;10167351
uf50-0405;407904
uf50-0406;3011178
uf50-0407;5447877
uf50-0408;752010
uf50-0409;3910998
uf50-040;3641873
uf50-0410;1356961
uf50-0411;4477133
uf50-0412;3412618
uf50-0413;2562276
uf50-0414;497328
uf50-0415;5275611
uf50-0416;3051029
uf50-0417;8055163
uf50-0418;1050022
uf50-0419;1928812
uf50-041;3797247
uf50-0420;1162452
uf50-0421;1490208
uf50-0422;1317230
uf50-0423;4579990
uf50-0424;12886665
uf50-0425;3764390
uf50-0426;4025748
uf50-0427;1870129
uf50-0428;1370869
uf50-0429;1305287
uf50-042;1392104
uf50-0430;330967
uf50-0431;44974236
uf50-0432;3283355
uf50-0433;2210251
uf50-0434;459833
uf50-0435;2121778
uf50-0436;3575728
uf50-0437;3024532
uf50-0438;523175
uf50-0439;7555100
uf50-043;1074213
uf50-0440;613155
uf50-0441;384544
uf50-0442;2471273
uf50-0443;11564125
uf50-0444;3818131
uf50-0445;6859325
uf50-0446;2245997
uf50-0447;4441090
uf50-0448;3446792
uf50-0449;3119817
uf50-044;3833293
uf50-0450;3185898
uf50-0451;740303
uf50-0452;414735
uf50-0453;2687257
uf50-0454;2713597
uf50-0455;1543992
uf50-0456;3728457
uf50-0457;8354513
uf50-0458;3964992
uf50-0459;5333978
uf50-045;2192023
uf50-0460;2213768
uf50-0461;8222199
uf50-0462;20677703
uf50-0463;709866
uf50-0464;7496034
uf50-0465;4234643
uf50-0466;1510583
uf50-0467;2229619
uf50-0468;6103803
uf50-0469;7913408
uf50-046;3815069
uf50-0470;329016
uf50-0471;1153755
uf50-0472;5190833
uf50-0473;4998198
uf50-0474;771438
uf50-0475;11469403
uf50-0476;1748606
uf50-0477;3033872
uf50-0478;4167106
uf50-0479;10860654
uf50-047;6785417
uf50-0480;962170
uf50-0481;13747282
uf50-0482;2846868
uf50-0483;5012419
uf50-0484;2185287
uf50-0485;256359
uf50-0486;824783
uf50-0487;8190305
uf50-0488;5351821
uf50-0489;4581580
uf50-048;3620927
uf50-0490;5016700
uf50-0491;5336211
uf50-0492;4127149
uf50-0493;5698494
uf50-0494;7917209
uf50-0495;1151391
uf50-0496;2883444
uf50-0497;4086936
uf50-0498;1559449
uf50-0499;2620698
uf50-049;3045950
uf50-04;1038020
uf50-0500;2488605
uf50-0501;3049660
uf50-0502;1449622
uf50-0503;1381774
uf50-0504;3544010
uf50-0505;2181476
uf50-0506;5544947
uf50-0507;6950450
uf50-0508;6335992
uf50-0509;7693771
uf50-050;4436014
uf50-0510;4557715
uf50-0511;5446305
uf50-0512;5877787
uf50-0513;4303600
uf50-0514;668650
uf50-0515;1430988
uf50-0516;2199055
uf50-0517;7457728
uf50-0518;4565610
uf50-0519;1578379
uf50-051;12964827
uf50-0520;2502082
uf50-0521;7515333
uf50-0522;637167
uf50-0523;4660082
uf50-0524;3873276
uf50-0525;1724195
uf50-0526;1401461
uf50-0527;3179532
uf50-0528;1056797
uf50-0529;10517396
uf50-052;8686879
uf50-0530;7093748
uf50-0531;937301
uf50-0532;5768518
uf50-0533;2444885
uf50-0534;2447636
uf50-0535;539184
uf50-0536;7182592
uf50-0537;2950763
uf50-0538;5593962
uf50-0539;3015620
uf50-053;4147884
uf50-0540;1403916
uf50-0541;965701
uf50-0542;3128583
uf50-0543;11052184
uf50-0544;1493866
uf50-0545;1491275
uf50-0546;3072999
uf50-0547;2565093
uf50-0548;4241151
uf50-0549;4862888
uf50-054;4551127
uf50-0550;8959673
uf50-0551;1791614
uf50-0552;3735152
uf50-0553;6587393
uf50-0554;10751454
uf50-0555;2181808
uf50-0556;1013828
uf50-0557;1787588
uf50-0558;1372608
uf50-0559;8791539
uf50-055;2507203
uf50-0560;1680194
uf50-0561;9723939
uf50-0562;2420726
uf50-0563;4157523
uf50-0564;4367273
uf50-0565;2025820
uf50-0566;2138482
uf50-0567;2344784
uf50-0568;873339
uf50-0569;2536608
uf50-056;2126164
uf50-0570;1173754
uf50-0571;14121140
uf50-0572;3658681
uf50-0573;5838165
uf50-0574;1017272
uf50-0575;3310209
uf50-0576;7391140
uf50-0577;2004845
uf50-0578;1268895
uf50-0579;3930138
uf50-057;5755657
uf50-0580;7528956
uf50-0581;10804424
uf50-0582;2524170
uf50-0583;1106437
uf50-0584;13841941
uf50-0585;1125852
uf50-0586;994146
uf50-0587;625925
uf50-0588;6575400
uf50-0589;3652117
uf50-058;4362079
uf50-0590;5607543
uf50-0591;1434295
uf50-0592;695967
uf50-0593;6403390
uf50-0594;13347237
uf50-0595;996054
uf50-0596;42672529
uf50-0597;1155263
uf50-0598;41296907
uf50-0599;4939270
uf50-059;6274959
uf50-05;10420515
uf50-0600;3996861
uf50-0601;10880245
uf50-0602;4105117
uf50-0603;4250332
uf50-0604;16598690
uf50-0605;2131234
uf50-0606;7467165
uf50-0607;6510080
uf50-0608;5835269
uf50-0609;1675152
uf50-060;1111338
uf50-0610;618787
uf50-0611;4354101
uf50-0612;598498
uf50-0613;228371
uf50-0614;7587376
uf50-0615;29107326
uf50-0616;2967772
uf50-0617;3775234
uf50-0618;2093340
uf50-0619;3468017
uf50-061;726517
uf50-0620;472260
uf50-0621;797452
uf50-0622;3654153
uf50-0623;926766
uf50-0624;1614600
uf50-0625;2198179
uf50-0626;1602821
uf50-0627;3554076
uf50-0628;7188152
uf50-0629;1921606
uf50-062;6753507
uf50-0630;1893576
uf50-0631;8676055
uf50-0632;1091530
uf50-0633;2967441
uf50-0634;6510246
uf50-0635;15545960
uf50-0636;10318429
uf50-0637;5244983
uf50-0638;4979153
uf50-0639;1982089
uf50-063;1482318
uf50-0640;7326347
uf50-0641;8763355
uf50-0642;314630
uf50-0643;3668258
uf50-0644;8703743
uf50-0645;1249230
uf50-0646;849525
uf50-0647;1994245
uf50-0648;2647313
uf50-0649;7822076
uf50-064;8226078
uf50-0650;16871551
uf50-0651;7650616
uf50-0652;953157
uf50-0653;1322286
uf50-0654;3975478
uf50-0655;273299
uf50-0656;4421205
uf50-0657;4765757
uf50-0658;4350787
uf50-0659;1658821
uf50-065;5208313
uf50-0660;1270820
uf50-0661;11429968
uf50-0662;3480265
uf50-0663;8566099
uf50-0664;632671
uf50-0665;455431
uf50-0666;8156147
uf50-0667;2201641
uf50-0668;6511776
uf50-0669;6326285
uf50-066;5993020
uf50-0670;552856
uf50-0671;2385953
uf50-0672;364636
uf50-0673;3362369
uf50-0674;1219497
uf50-0675;786233
uf50-0676;3250267
uf50-0677;3247282
uf50-0678;16020236
uf50-0679;1656557
uf50-067;2272425
uf50-0680;2344344
uf50-0681;1016651
uf50-0682;3629259
uf50-0683;1952764
uf50-0684;1644950
uf50-0685;1710497
uf50-0686;2486746
uf50-0687;3438758
uf50-0688;1167696
uf50-0689;3871129
uf50-068;2471113
uf50-0690;713340
uf50-0691;657310
uf50-0692;603646
uf50-0693;1736788
uf50-0694;13995204
uf50-0695;7312266
uf50-0696;3104396
uf50-0697;1608222
uf50-0698;4306144
uf50-0699;5509541
uf50-069;578033
uf50-06;1990468
uf50-0700;3267530
uf50-0701;1880200
uf50-0702;2881618
uf50-0703;1930537
uf50-0704;6557156
uf50-0705;1664157
uf50-0706;3900887
uf50-0707;2023908
uf50-0708;2512394
uf50-0709;8489498
uf50-070;2853083
uf50-0710;836490
uf50-0711;21278712
uf50-0712;1024960
uf50-0713;1796391
uf50-0714;3203929
uf50-0715;1897565
uf50-0716;7513502
uf50-0717;1728396
uf50-0718;3312860
uf50-0719;6168979
uf50-071;2344598
uf50-0720;3259983
uf50-0721;12184200
uf50-0722;1850966
uf50-0723;5207950
uf50-0724;4788236
uf50-0725;5591683
uf50-0726;5559175
uf50-0727;4610137
uf50-0728;820706
uf50-0729;2579854
uf50-072;6309276
uf50-0730;10184487
uf50-0731;4723272
uf50-0732;6581317
uf50-0733;1902672
uf50-0734;1333767
uf50-0735;4137247
uf50-0736;2922068
uf50-0737;2848496
uf50-0738;909186
uf50-0739;1826947
uf50-073;3697183
uf50-0740;1083208
uf50-0741;1880738
uf50-0742;15411452
uf50-0743;2129394
uf50-0744;4663110
uf50-0745;4022282
uf50-0746;31085760
uf50-0747;5504113
uf50-0748;3311649
uf50-0749;2700115
uf50-074;3166759
uf50-0750;5562888
uf50-0751;9324439
uf50-0752;3762664
uf50-0753;7845349
uf50-0754;1194378
uf50-0755;1943423
uf50-0756;10084436
uf50-0757;5194235
uf50-0758;2390859
uf50-0759;4992314
uf50-075;1359515
uf50-0760;1738612
uf50-0761;638711
uf50-0762;4102149
uf50-0763;882111
uf50-0764;4297318
uf50-0765;2779797
uf50-0766;2584118
uf50-0767;2316398
uf50-0768;387438
uf50-0769;2347208
uf50-076;1728226
uf50-0770;1823281
uf50-0771;8893862
uf50-0772;1459198
uf50-0773;774901
uf50-0774;3441523
uf50-0775;8967176
uf50-0776;1182020
uf50-0777;520166
uf50-0778;3581007
uf50-0779;6912480
uf50-077;1606399
uf50-0780;4601210
uf50-0781;3047175
uf50-0782;3508315
uf50-0783;1249017
uf50-0784;3126381
uf50-0785;1646443
uf50-0786;6004637
uf50-0787;7780493
uf50-0788;1344066
uf50-0789;2464976
uf50-078;1664493
uf50-0790;6475185
uf50-0791;1827037
uf50-0792;21393072
uf50-0793;3549952
uf50-0794;7769357
uf50-0795;2071213
uf50-0796;8830332
uf50-0797;3232319
uf50-0798;9173118
uf50-0799;2815277
uf50-079;11828957
uf50-07;1247476
uf50-0800;7425374
uf50-0801;2616150
uf50-0802;6960898
uf50-0803;6184756
uf50-0804;5398550
uf50-0805;7155429
uf50-0806;2129285
uf50-0807;3980187
uf50-0808;6956238
uf50-0809;1444689
uf50-080;1401655
uf50-0810;2154229
uf50-0811;8123034
uf50-0812;773600
uf50-0813;2919952
uf50-0814;4972013
uf50-0815;3613483
uf50-0816;10163331
uf50-0817;3724021
uf50-0818;1010341
uf50-0819;1716265
uf50-081;7114656
uf50-0820;5578759
uf50-0821;312731
uf50-0822;4377023
uf50-0823;6281117
uf50-0824;7990876
uf50-0825;1235449
uf50-0826;1348500
uf50-0827;3956192
uf50-0828;2342695
uf50-0829;2286111
uf50-082;22309149
uf50-0830;9434560
uf50-0831;2474862
uf50-0832;338252
uf50-0833;10753494
uf50-0834;3981740
uf50-0835;8435035
uf50-0836;4613206
uf50-0837;2904254
uf50-0838;12251176
uf50-0839;2911016
uf50-083;4174111
uf50-0840;4696588
uf50-0841;2061791
uf50-0842;2582795
uf50-0843;1065649
uf50-0844;7018131
uf50-0845;2821855
uf50-0846;13066948
uf50-0847;3180648
uf50-0848;6050957
uf50-0849;5068690
uf50-084;8902983
uf50-0850;528648
uf50-0851;623181
uf50-0852;3801168
uf50-0853;10274837
uf50-0854;1426933
uf50-0855;3440396
uf50-0856;1714629
uf50-0857;1349438
uf50-0858;6494921
uf50-0859;1726100
uf50-085;2463391
uf50-0860;8346276
uf50-0861;2305430
uf50-0862;937862
uf50-0863;413196
uf50-0864;4006331
uf50-0865;3473795
uf50-0866;9519717
uf50-0867;3911117
uf50-0868;5821988
uf50-0869;1222616
uf50-086;586139
uf50-0870;1500276
uf50-0871;1908697
uf50-0872;2849208
uf50-0873;693698
uf50-0874;7589263
uf50-0875;8802615
uf50-0876;20181188
uf50-0877;1070289
uf50-0878;2386083
uf50-0879;422888
uf50-087;1010992
uf50-0880;7515224
uf50-0881;2856062
uf50-0882;465330
uf50-0883;5502371
uf50-0884;1978862
uf50-0885;2106696
uf50-0886;8846022
uf50-0887;18140393
uf50-0888;4062154
uf50-0889;1768589
uf50-088;3167110
uf50-0890;5590714
uf50-0891;1129652
uf50-0892;6843376
uf50-0893;4242819
uf50-0894;3701850
uf50-0895;9317735
uf50-0896;1743464
uf50-0897;471492
uf50-0898;6330858
uf50-0899;1051576
uf50-089;743504
uf50-08;1720391
uf50-0900;2396352
uf50-0901;1611924
uf50-0902;3028214
uf50-0903;4820536
uf50-0904;3623371
uf50-0905;2222179
uf50-0906;8913002
uf50-0907;1240509
uf50-0908;3652504
uf50-0909;869435
uf50-090;3391957
uf50-0910;959317
uf50-0911;3277063
uf50-0912;4522752
uf50-0913;2511439
uf50-0914;10458256
uf50-0915;6469961
uf50-0916;1449467
uf50-0917;941109
uf50-0918;3637780
uf50-0919;8208004
uf50-091;10309500
uf50-0920;274617
uf50-0921;1929435
uf50-0922;9019336
uf50-0923;2305359
uf50-0924;8270991
uf50-0925;14673359
uf50-0926;8844595
uf50-0927;1562352
uf50-0928;2421030
uf50-0929;2466767
uf50-092;4073828
uf50-0930;3880091
uf50-0931;4328153
uf50-0932;1338075
uf50-0933;13179845
uf50-0934;1648178
uf50-0935;1989971
uf50-0936;29444220
uf50-0937;8720458
uf50-0938;7616510
uf50-0939;1931116
uf50-093;1568295
uf50-0940;9362323
uf50-0941;1604803
uf50-0942;587195
uf50-0943;5336174
uf50-0944;2137968
uf50-0945;2042069
uf50-0946;1119403
uf50-0947;5701849
uf50-0948;2662791
uf50-0949;9871675
uf50-094;3989949
uf50-0950;648497
uf50-0951;4519831
uf50-0952;4008515
uf50-0953;7045426
uf50-0954;449038
uf50-0955;7299335
uf50-0956;5885592
uf50-0957;374460
uf50-0958;6452489
uf50-0959;3247292
uf50-095;1482612
uf50-0960;5506866
uf50-0961;1349552
uf50-0962;7478661
uf50-0963;2355859
uf50-0964;1250384
uf50-0965;1582734
uf50-0966;2655083
uf50-0967;7786480
uf50-0968;1013223
uf50-0969;11906301
uf50-096;2298808
uf50-0970;2251104
uf50-0971;3462171
uf50-0972;4610893
uf50-0973;1563266
uf50-0974;6396032
uf50-0975;1579197
uf50-0976;1512201
uf50-0977;5947311
uf50-0978;5738145
uf50-0979;6576736
uf50-097;1697791
uf50-0980;986292
uf50-0981;912275
uf50-0982;3918577
uf50-0983;2423714
uf50-0984;3035478
uf50-0985;941924
uf50-0986;8882536
uf50-0987;83737
uf50-0988;844763
uf50-0989;4576759
uf50-098;2677941
uf50-0990;868316
uf50-0991;1319482
uf50-0992;3637886
uf50-0993;8856510
uf50-0994;804029
uf50-0995;9241129
uf50-0996;1577069
uf50-0997;3196360
uf50-0998;1572310
uf50-0999;3460296
uf50-099;5712904
uf50-09;2972897
