instance;sol#
uf50-046;607
uf50-0470;5
uf50-0471;4
uf50-0472;2178
uf50-0473;56
uf50-0474;4
uf50-0475;180
uf50-0476;39
uf50-0477;128
uf50-0478;2
uf50-0479;32
uf50-047;27
uf50-0480;166
uf50-0481;2168
uf50-0482;66
uf50-0483;795
uf50-0484;8
uf50-0485;2
uf50-0486;48
uf50-0487;3117
uf50-0488;4852
uf50-0489;130
uf50-048;16
uf50-0490;23
uf50-0491;16
uf50-0492;951
uf50-0493;149
uf50-0494;79
uf50-0495;2
uf50-0496;88
uf50-0497;6
uf50-0498;206
uf50-0499;30
uf50-049;31
uf50-04;8
uf50-0500;6
uf50-0501;6
uf50-0502;12
uf50-0503;12
uf50-0504;969
uf50-0505;428
uf50-0506;1237
uf50-0507;96
uf50-0508;670
uf50-0509;284
uf50-050;64
uf50-0510;4
uf50-0511;230
uf50-0512;2135
uf50-0513;1
uf50-0514;48
uf50-0515;16
uf50-0516;158
uf50-0517;48
uf50-0518;62
uf50-0519;1542
uf50-051;2812
uf50-0520;16
uf50-0521;1240
uf50-0522;31
uf50-0523;95
uf50-0524;137
uf50-0525;756
uf50-0526;10
uf50-0527;1585
uf50-0528;43
uf50-0529;1255
uf50-052;52
uf50-0530;28
uf50-0531;10
uf50-0532;823
uf50-0533;39
uf50-0534;24
uf50-0535;33
uf50-0536;126
uf50-0537;77
uf50-0538;140
uf50-0539;92
uf50-053;4
uf50-0540;57
uf50-0541;4
uf50-0542;74
uf50-0543;13381
uf50-0544;172
uf50-0545;40
uf50-0546;115
uf50-0547;1679
uf50-0548;245
uf50-0549;3106
uf50-054;31
uf50-0550;736
uf50-0551;22
uf50-0552;4
uf50-0553;100
uf50-0554;8
uf50-0555;84
uf50-0556;2
uf50-0557;5
uf50-0558;2
uf50-0559;2439
uf50-055;164
uf50-0560;152
uf50-0561;87
uf50-0562;24
uf50-0563;2
uf50-0564;34
uf50-0565;9
uf50-0566;4
uf50-0567;287
uf50-0568;3
uf50-0569;8
uf50-056;114
uf50-0570;2
uf50-0571;338
uf50-0572;4
uf50-0573;2047
uf50-0574;70
uf50-0575;51
uf50-0576;170
uf50-0577;66
uf50-0578;38
uf50-0579;42
uf50-057;18
uf50-0580;10
uf50-0581;148
uf50-0582;12
uf50-0583;6
uf50-0584;2387
uf50-0585;26
uf50-0586;16
uf50-0587;2
uf50-0588;156
uf50-0589;242
uf50-058;56
uf50-0590;32
uf50-0591;228
uf50-0592;12
uf50-0593;226
uf50-0594;648
uf50-0595;60
uf50-0596;9739
uf50-0597;123
uf50-0598;3265
uf50-0599;142
uf50-059;88
uf50-05;5347
uf50-0600;6
uf50-0601;141
uf50-0602;138
uf50-0603;932
uf50-0604;1810
uf50-0605;36
uf50-0606;282
uf50-0607;1107
uf50-0608;45
uf50-0609;172
uf50-060;4
uf50-0610;22
uf50-0611;376
uf50-0612;72
uf50-0613;86
uf50-0614;31
uf50-0615;10
uf50-0616;138
uf50-0617;87
uf50-0618;423
uf50-0619;168
uf50-061;7
uf50-0620;16
uf50-0621;10
uf50-0622;174
uf50-0623;126
uf50-0624;22
uf50-0625;54
uf50-0626;24
uf50-0627;1946
uf50-0628;1916
uf50-0629;8
uf50-062;832
uf50-0630;12
uf50-0631;12
uf50-0632;3
uf50-0633;8
uf50-0634;44
uf50-0635;35605
uf50-0636;255
uf50-0637;2669
uf50-0638;8
uf50-0639;5
uf50-063;18
uf50-0640;133
uf50-0641;1227
uf50-0642;4
uf50-0643;18
uf50-0644;162
uf50-0645;14
uf50-0646;119
uf50-0647;48
uf50-0648;139
uf50-0649;404
uf50-064;629
uf50-0650;1693
uf50-0651;854
uf50-0652;17
uf50-0653;489
uf50-0654;278
uf50-0655;42
uf50-0656;172
uf50-0657;196
uf50-0658;8
uf50-0659;220
uf50-065;222
uf50-0660;18
uf50-0661;1639
uf50-0662;60
uf50-0663;292
uf50-0664;57
uf50-0665;24
uf50-0666;54
uf50-0667;2
uf50-0668;1298
uf50-0669;62
uf50-066;69
uf50-0670;26
uf50-0671;69
uf50-0672;8
uf50-0673;229
uf50-0674;16
uf50-0675;4
uf50-0676;39
uf50-0677;20
uf50-0678;3392
uf50-0679;8
uf50-067;5
uf50-0680;2100
uf50-0681;9
uf50-0682;120
uf50-0683;4
uf50-0684;136
uf50-0685;136
uf50-0686;137
uf50-0687;476
uf50-0688;21
uf50-0689;16
uf50-068;71
uf50-0690;4
uf50-0691;19
uf50-0692;4
uf50-0693;8
uf50-0694;17749
uf50-0695;296
uf50-0696;104
uf50-0697;177
uf50-0698;48
uf50-0699;8
uf50-069;16
uf50-06;4
uf50-0700;20
uf50-0701;75
uf50-0702;64
uf50-0703;255
uf50-0704;272
uf50-0705;324
uf50-0706;12
uf50-0707;363
uf50-0708;80
uf50-0709;497
uf50-070;16
uf50-0710;10
uf50-0711;477
uf50-0712;37
uf50-0713;1083
uf50-0714;76
uf50-0715;390
uf50-0716;1157
uf50-0717;6
uf50-0718;56
uf50-0719;3527
uf50-071;257
uf50-0720;21
uf50-0721;72
uf50-0722;245
uf50-0723;86
uf50-0724;1262
uf50-0725;429
uf50-0726;44
uf50-0727;11
uf50-0728;48
uf50-0729;24
uf50-072;86
uf50-0730;646
uf50-0731;16
uf50-0732;34
uf50-0733;86
uf50-0734;17
uf50-0735;88
uf50-0736;164
uf50-0737;112
uf50-0738;36
uf50-0739;50
uf50-073;48
uf50-0740;9
uf50-0741;50
uf50-0742;684
uf50-0743;904
uf50-0744;16
uf50-0745;1
uf50-0746;3377
uf50-0747;2776
uf50-0748;511
uf50-0749;24
uf50-074;10
uf50-0750;42
uf50-0751;66
uf50-0752;208
uf50-0753;862
uf50-0754;17
uf50-0755;69
uf50-0756;165
uf50-0757;67
uf50-0758;95
uf50-0759;6
uf50-075;10
uf50-0760;294
uf50-0761;2
uf50-0762;32
uf50-0763;24
uf50-0764;105
uf50-0765;204
uf50-0766;380
uf50-0767;1
uf50-0768;80
uf50-0769;110
uf50-076;234
uf50-0770;196
uf50-0771;32
uf50-0772;2
uf50-0773;12
uf50-0774;14
uf50-0775;425
uf50-0776;24
uf50-0777;269
uf50-0778;37
uf50-0779;440
uf50-077;9
uf50-0780;193
uf50-0781;60
uf50-0782;284
uf50-0783;4
uf50-0784;26
uf50-0785;20
uf50-0786;1106
uf50-0787;489
uf50-0788;12
uf50-0789;2
uf50-078;2
uf50-0790;64
uf50-0791;24
uf50-0792;1116
uf50-0793;95
uf50-0794;642
uf50-0795;16
uf50-0796;30
uf50-0797;126
uf50-0798;2688
uf50-0799;9
uf50-079;3870
uf50-07;140
uf50-0800;3627
uf50-0801;10
uf50-0802;925
uf50-0803;64
uf50-0804;100
uf50-0805;584
uf50-0806;12
uf50-0807;392
uf50-0808;1067
uf50-0809;8
uf50-080;1113
uf50-0810;20
uf50-0811;8530
uf50-0812;16
uf50-0813;56
uf50-0814;33
uf50-0815;49
uf50-0816;403
uf50-0817;223
uf50-0818;25
uf50-0819;64
uf50-081;654
uf50-0820;44
uf50-0821;5
uf50-0822;1039
uf50-0823;60
uf50-0824;532
uf50-0825;16
uf50-0826;4
uf50-0827;2
uf50-0828;230
uf50-0829;32
uf50-082;2168
uf50-0830;514
uf50-0831;166
uf50-0832;3
uf50-0833;142
uf50-0834;101
uf50-0835;208
uf50-0836;264
uf50-0837;42
uf50-0838;376
uf50-0839;2
uf50-083;80
uf50-0840;68
uf50-0841;41
uf50-0842;127
uf50-0843;32
uf50-0844;2
uf50-0845;47
uf50-0846;2090
uf50-0847;99
uf50-0848;1071
uf50-0849;28
uf50-084;264
uf50-0850;8
uf50-0851;38
uf50-0852;4
uf50-0853;4
uf50-0854;50
uf50-0855;2
uf50-0856;8
uf50-0857;6
uf50-0858;231
uf50-0859;6
uf50-085;96
uf50-0860;83
uf50-0861;4
uf50-0862;3
uf50-0863;4
uf50-0864;6
uf50-0865;4
uf50-0866;410
uf50-0867;8
uf50-0868;18
uf50-0869;9
uf50-086;5
uf50-0870;56
uf50-0871;329
uf50-0872;29
uf50-0873;2
uf50-0874;52
uf50-0875;125
uf50-0876;368
uf50-0877;172
uf50-0878;2
uf50-0879;4
uf50-087;16
uf50-0880;35
uf50-0881;443
uf50-0882;14
uf50-0883;1168
uf50-0884;4
uf50-0885;23
uf50-0886;744
uf50-0887;436
uf50-0888;192
uf50-0889;29
uf50-088;36
uf50-0890;110
uf50-0891;2288
uf50-0892;16
uf50-0893;78
uf50-0894;89
uf50-0895;42
uf50-0896;8
uf50-0897;82
uf50-0898;140
uf50-0899;10
uf50-089;3
uf50-08;2
uf50-0900;54
uf50-0901;34
uf50-0902;4
uf50-0903;8
uf50-0904;1411
uf50-0905;5
uf50-0906;206
uf50-0907;2361
uf50-0908;249
uf50-0909;44
uf50-090;79
uf50-0910;84
uf50-0911;11
uf50-0912;95
uf50-0913;14
uf50-0914;1348
uf50-0915;1396
uf50-0916;125
uf50-0917;13
uf50-0918;930
uf50-0919;43
uf50-091;1429
uf50-0920;2
uf50-0921;274
uf50-0922;1093
uf50-0923;12
uf50-0924;24
uf50-0925;4315
uf50-0926;7731
uf50-0927;12
uf50-0928;18
uf50-0929;42
uf50-092;664
uf50-0930;104
uf50-0931;250
uf50-0932;356
uf50-0933;1654
uf50-0934;20
uf50-0935;210
uf50-0936;9606
uf50-0937;569
uf50-0938;246
uf50-0939;64
uf50-093;30
uf50-0940;328
uf50-0941;5
uf50-0942;5
uf50-0943;4
uf50-0944;8
uf50-0945;8
uf50-0946;12
uf50-0947;38
uf50-0948;16
uf50-0949;380
uf50-094;10
uf50-0950;4
uf50-0951;272
uf50-0952;492
uf50-0953;76
uf50-0954;247
uf50-0955;1180
uf50-0956;94
uf50-0957;12
uf50-0958;29
uf50-0959;308
uf50-095;12
uf50-0960;8
uf50-0961;14
uf50-0962;136
uf50-0963;24
uf50-0964;12
uf50-0965;306
uf50-0966;58
uf50-0967;733
uf50-0968;878
uf50-0969;231
uf50-096;2413
uf50-0970;78
uf50-0971;318
uf50-0972;24
uf50-0973;34
uf50-0974;45
uf50-0975;81
uf50-0976;32
uf50-0977;70
uf50-0978;14
uf50-0979;80
uf50-097;148
uf50-0980;3
uf50-0981;2
uf50-0982;12
uf50-0983;54
uf50-0984;36
uf50-0985;32
uf50-0986;202
uf50-0987;4
uf50-0988;178
uf50-0989;149
uf50-098;568
uf50-0990;418
uf50-0991;300
uf50-0992;669
uf50-0993;8
uf50-0994;284
uf50-0995;90
uf50-0996;136
uf50-0997;824
uf50-0998;38
uf50-0999;54
uf50-099;99
uf50-09;156
